GEOID,dac_status,nearest_sta_miles,second_nearest_sta_miles,stas_05mi,stas_10mi,stas_20mi,stas_55mi,stations,bg_sta1d,bg_sta2d
060971513052,not DAC status,37.02640913828905,48.912681278204026,0,0,0,5,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971513053,not DAC status,36.54949260067978,48.435764740594756,0,0,0,6,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971513054,not DAC status,36.98222489991954,48.868497039834516,0,0,0,5,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971513061,not DAC status,37.107490848276456,48.9937629881914,0,0,0,5,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971513062,not DAC status,37.16618179954401,49.052453939458964,0,0,0,5,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971513063,not DAC status,37.54649511978759,49.432767259702544,0,0,0,5,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971513064,not DAC status,37.563569859245504,49.449841999160455,0,0,0,5,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971513071,not DAC status,38.59467426373858,50.480946403653526,0,0,0,5,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971513072,not DAC status,38.728629385761806,50.61490152567679,0,0,0,5,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971513073,not DAC status,38.79968937016885,50.68596151008383,0,0,0,5,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971513074,not DAC status,38.72589316921122,50.61216530912616,0,0,0,5,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971513081,not DAC status,37.53162020151029,49.41789234142524,0,0,0,5,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971513082,not DAC status,37.818311743798844,49.70458388371379,0,0,0,5,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971513083,not DAC status,37.4184361219083,49.304708261823244,0,0,0,5,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971513084,not DAC status,37.655947856106,49.542219996020954,0,0,0,5,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971513085,not DAC status,38.61685354927333,50.5031256891883,0,0,0,5,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971513091,not DAC status,37.27857806562303,49.164850205538,0,0,0,5,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971513092,not DAC status,38.73435651991825,50.620628659833194,0,0,0,5,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971513093,not DAC status,36.58319542651334,48.469467566428314,0,0,0,6,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971513101,not DAC status,36.39183291023671,48.27810505015166,0,0,0,6,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971513102,not DAC status,36.47703191521183,48.36330405512678,0,0,0,6,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971513103,not DAC status,36.69542082011855,48.58169296003351,0,0,0,6,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971513104,not DAC status,35.86047615269096,47.746748292605936,0,0,0,6,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971513111,not DAC status,34.83240960764389,46.71868174755884,0,0,0,6,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971513112,not DAC status,35.97952700978467,47.86579914969962,0,0,0,6,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971513113,not DAC status,35.34892999485929,47.23520213477425,0,0,0,6,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971513114,not DAC status,36.01125863060744,47.8975307705224,0,0,0,6,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971513115,not DAC status,35.34934346814603,47.235615608060996,0,0,0,6,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971514011,not DAC status,40.54538965173221,52.43166179164718,0,0,0,5,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971514012,not DAC status,42.82643714549083,54.7127092854058,0,0,0,2,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971514013,not DAC status,42.4796549840571,54.36592712397207,0,0,0,3,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971514021,not DAC status,42.33877664023508,54.225048780150054,0,0,0,3,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971514022,not DAC status,41.092578933868616,52.978851073783595,0,0,0,4,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971514023,not DAC status,40.136807562179975,52.02307970209494,0,0,0,5,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971514024,not DAC status,39.48001326950986,51.36628540942484,0,0,0,5,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971514025,not DAC status,41.70387066347014,53.59014280338511,0,0,0,4,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971515021,not DAC status,44.392169572034916,56.27844171194989,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971515022,not DAC status,42.70897731417303,54.595249454088005,0,0,0,2,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971515023,not DAC status,38.60565708672348,50.49192922663845,0,0,0,5,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971515024,not DAC status,44.07300366979296,55.95927580970793,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971515025,not DAC status,44.00446218774623,55.8907343276612,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971515026,not DAC status,43.41002730629636,55.29629944621133,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971515031,not DAC status,41.381463917393134,53.267736057308106,0,0,0,4,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971515032,not DAC status,44.50578576821789,56.392057908132855,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971515033,not DAC status,45.052371488058675,56.93864362797365,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971515041,not DAC status,44.34588009819399,56.23215223810896,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971515042,not DAC status,44.775612951435065,56.66188509135004,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971515043,not DAC status,44.80174959751142,56.68802173742638,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971516011,not DAC status,47.75084332322737,53.14210391201975,0,0,0,2,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971516012,not DAC status,44.79872889536667,50.18998948415905,0,0,0,2,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971516013,not DAC status,46.28940053715772,51.680661125950095,0,0,0,2,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971516021,not DAC status,44.25026590221443,49.64152649100681,0,0,0,2,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971516022,not DAC status,45.4815647162622,50.872825305054576,0,0,0,2,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971516023,not DAC status,47.27447516402339,52.66573575281576,0,0,0,2,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971517001,not DAC status,45.69797592617321,57.36264944981127,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971517002,not DAC status,45.477460794322795,57.36373293423776,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971517003,not DAC status,45.58541373711848,57.47168587703345,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971517004,not DAC status,45.007910538496226,56.89418267841119,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971517005,not DAC status,44.564792055912676,56.45106419582765,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971517006,not DAC status,47.5619138332766,58.58396569101682,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971518001,not DAC status,44.54569866644485,56.43197080635982,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971518002,not DAC status,45.10212488782476,56.98839702773972,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971518003,not DAC status,44.41421366337906,56.30048580329402,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971518004,not DAC status,44.04844470283063,55.9347168427456,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971518005,not DAC status,44.80050797240187,56.68678011231684,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971519001,not DAC status,43.464817160978825,55.3510893008938,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971519002,not DAC status,43.24715546943654,55.13342760935151,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971519003,not DAC status,42.98614213357746,54.87241427349243,0,0,0,2,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971519004,not DAC status,43.06807601906425,54.954348158979215,0,0,0,2,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971520001,not DAC status,43.93736340729907,55.82363554721404,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971520002,not DAC status,43.80743598212645,55.69370812204142,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971521001,not DAC status,45.616074698064836,57.50234683797981,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971521002,not DAC status,44.700900250128875,56.58717239004384,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971521003,not DAC status,44.13047085842237,56.01674299833734,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971522011,not DAC status,45.26845095296433,57.1547230928793,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971522012,not DAC status,44.87751813322644,56.76379027314141,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971522013,not DAC status,44.7275337101837,56.613805850098665,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971522014,not DAC status,44.59533976059871,56.48161190051368,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971522021,not DAC status,47.37415269511449,58.19683329136149,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971522022,not DAC status,46.501776919783815,56.46438070320615,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971522023,not DAC status,46.376300905240946,58.045316145093366,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971522024,not DAC status,47.218525463193885,57.41747445230832,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971522025,not DAC status,45.96147854304237,57.00319659009148,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971522031,not DAC status,44.67883659732529,56.56510873724025,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971522032,not DAC status,44.51939847845721,56.405670618372184,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971522033,not DAC status,44.16637527455752,56.05264741447249,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971522034,not DAC status,43.988455750881336,55.87472789079631,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971523001,not DAC status,46.20644534001418,58.09271747992915,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971523002,not DAC status,45.27667035463673,57.16294249455169,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971523003,not DAC status,45.27667035463673,57.16294249455169,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971523004,not DAC status,45.16659572777105,57.052867867686025,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971524001,not DAC status,46.18480868438592,58.07108082430089,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971524002,not DAC status,46.255654139071794,57.924669378924214,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971524003,not DAC status,49.23806716520029,61.124339305115264,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971524004,not DAC status,47.33689337935141,59.223165519266374,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971524005,not DAC status,48.55237359842464,59.42084609652898,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971525011,not DAC status,47.65980410488837,55.29739556776512,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971525012,not DAC status,47.749325273020006,55.95870915963436,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971525013,not DAC status,46.92777194465944,56.422092145992224,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971525021,not DAC status,48.2634196867223,57.30283914898278,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971525022,not DAC status,47.790996902354394,57.20782914182095,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971525023,not DAC status,48.11499691481105,56.324380801425406,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971526001,not DAC status,50.76605223982716,62.65232437974213,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971526002,not DAC status,50.119872550483706,58.489134177183814,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971526003,not DAC status,48.06548678313194,55.55027935982577,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971526004,not DAC status,48.10466588760955,55.589458464303384,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971526005,not DAC status,53.10370339625485,61.47296502295496,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971526006,not DAC status,48.12930039739811,56.338684284012466,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971527011,not DAC status,51.56518159306099,63.45145373297596,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971527012,not DAC status,49.18733523823249,61.073607378147464,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971527013,not DAC status,48.990273076881465,60.87654521679644,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971527014,not DAC status,49.87209775417164,61.75836989408661,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971527015,not DAC status,50.21911267954478,62.105384819459744,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971527021,not DAC status,51.18619523721722,63.07246737713219,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971527022,not DAC status,47.688861425680635,59.57513356559561,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971527023,not DAC status,48.234957712463974,60.121229852378946,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971527024,not DAC status,49.84623293297671,61.732505072891684,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971527025,not DAC status,48.43865616145858,60.324928301373546,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971528011,not DAC status,47.2889165337291,59.175188673644065,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971528012,not DAC status,47.40272250387835,59.28899464379332,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971528013,not DAC status,47.36789663323159,59.25416877314655,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971528014,not DAC status,46.62944064405423,58.5157127839692,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971528015,not DAC status,46.82906750972587,58.71533964964084,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971528021,not DAC status,45.85725541075514,57.74352755067011,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971528022,not DAC status,45.50713103264568,57.39340317256065,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971528023,not DAC status,46.36592689175932,58.252199031674294,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971528024,not DAC status,45.950912376864295,57.83718451677927,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971528025,not DAC status,45.556783159431,57.443055299345964,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971529031,not DAC status,45.9768890034748,57.863161143389775,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971529032,not DAC status,45.877529292287186,57.76380143220215,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971529033,not DAC status,45.7966835211429,57.682955661057875,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971529034,not DAC status,45.98076312313295,57.867035263047924,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971529041,not DAC status,46.90166200114172,58.787934141056695,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971529042,not DAC status,46.50793717825449,58.39420931816946,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971529043,not DAC status,46.139202436310626,58.02547457622559,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971529044,not DAC status,47.391132690839314,59.277404830754286,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971529051,not DAC status,47.20020891550081,59.08648105541578,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971529052,not DAC status,47.44585568166996,59.33212782158493,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971529053,not DAC status,47.195233791122696,59.08150593103767,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971529061,not DAC status,50.26662616167942,62.152898301594384,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971529062,not DAC status,49.26274782914657,61.149019969061534,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971530011,not DAC status,45.08733705028152,56.97360919019649,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971530012,not DAC status,45.491941900402566,57.37821404031754,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971530013,not DAC status,44.730400832793194,56.616672972708166,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971530021,not DAC status,45.0009232208529,56.88719536076787,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971530022,not DAC status,44.54414918122401,56.43042132113898,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971530023,not DAC status,43.58101817229723,55.4672903122122,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971530024,not DAC status,44.25745763893545,56.14372977885042,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971530025,not DAC status,44.103497176573036,55.989769316488015,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971530031,not DAC status,44.36938314771631,56.255655287631285,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971530032,not DAC status,43.81804941537901,55.70432155529399,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971530033,not DAC status,44.10100961438398,55.98728175429896,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971530034,not DAC status,44.49679019192464,56.38306233183961,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971530051,not DAC status,46.60078424480743,58.48705638472239,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971530052,not DAC status,47.939882553317446,59.82615469323242,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971530053,not DAC status,48.19905970136338,60.085331841278354,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971530054,not DAC status,45.901097175758636,57.78736931567361,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971530055,not DAC status,44.78888161647424,56.675153756389214,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971530056,not DAC status,45.38920312724802,57.27547526716299,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971530061,not DAC status,44.933979246651006,56.82025138656598,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971530062,not DAC status,45.28644651859865,57.172718658513624,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971530063,not DAC status,45.4615972586405,57.347869398555474,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971530064,not DAC status,46.49394600208058,58.38021814199555,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971530065,not DAC status,45.506373378043484,57.39264551795846,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971530066,not DAC status,45.94604999495891,57.83232213487388,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971531021,not DAC status,42.61033952321829,54.49661166313327,0,0,0,3,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971531022,not DAC status,42.23251072772163,54.11878286763661,0,0,0,3,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971531023,not DAC status,42.642712851840436,54.528984991755415,0,0,0,3,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971531024,not DAC status,42.75651882198969,54.642790961904666,0,0,0,2,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971531031,not DAC status,43.191876506970786,55.07814864688576,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971531032,not DAC status,42.70910378164535,54.595375921560326,0,0,0,2,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971531033,not DAC status,43.04942926975088,54.93570140966586,0,0,0,2,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971531041,not DAC status,43.007727582919784,54.893999722834764,0,0,0,2,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971531042,not DAC status,43.91795556705398,55.80422770696896,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971531043,not DAC status,43.18002628467626,55.06629842459124,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971532001,75-80%,40.81718805611312,52.7034601960281,0,0,0,4,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971532002,75-80%,39.334335750554196,51.220607890469175,0,0,0,5,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971532003,75-80%,40.94255325833864,52.82882539825361,0,0,0,4,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971532004,75-80%,42.42984518785765,54.316117327772616,0,0,0,3,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971533001,not DAC status,44.092986094086186,55.97925823400116,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971533002,not DAC status,46.43494363161226,58.32121577152723,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971533003,not DAC status,42.43950613163977,54.32577827155474,0,0,0,3,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971533004,not DAC status,43.783848511597974,55.670120651512946,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971534011,not DAC status,44.37583438264225,56.26210652255722,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971534012,not DAC status,45.562262927427724,57.44853506734269,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971534013,not DAC status,45.80853158414415,57.694803724059106,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971534014,not DAC status,45.22915003813666,57.11542217805162,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971534015,not DAC status,44.33324053807099,56.21951267798595,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971534016,not DAC status,44.84194700573268,56.72821914564764,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971534031,not DAC status,41.11557260153687,53.00184474145183,0,0,0,4,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971534032,not DAC status,42.88920444233289,54.77547658224785,0,0,0,2,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971534033,not DAC status,43.86682262762323,55.75309476753819,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971534034,not DAC status,43.39355767616374,55.279829816078696,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971534041,not DAC status,45.29826444437961,57.18453658429458,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971534042,not DAC status,44.65102660772273,56.53729874763769,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971534043,not DAC status,43.105000462233384,54.99127260214835,0,0,0,2,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971534044,not DAC status,42.586343745815476,54.472615885730434,0,0,0,3,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971535011,not DAC status,38.9694283229299,50.855700462844865,0,0,0,5,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971535012,not DAC status,42.29840842243239,54.18468056234735,0,0,0,3,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971535013,not DAC status,38.13048830375134,50.01676044366632,0,0,0,5,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971535014,not DAC status,39.96653110152156,51.85280324143653,0,0,0,5,20,Nearest station 20-55 miles away,Second-nearest station 20-55 miles away
060971535021,not DAC status,45.75114109171624,57.63741323163121,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971535022,not DAC status,46.53223561907943,58.41850775899439,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971535023,not DAC status,49.06892716136799,60.955199301282946,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971535024,not DAC status,43.54738473588942,55.4336568758044,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971536001,not DAC status,47.53798428369728,59.42425642361224,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971536002,not DAC status,50.5830902168064,62.46936235672136,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971536003,not DAC status,47.9770639224526,59.863336062367566,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971536004,not DAC status,51.04764245561237,62.933914595527334,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971536005,not DAC status,47.72066845490032,59.606940594815285,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971537031,not DAC status,59.853510934003786,64.9259540973115,0,0,0,0,20,No stations within 55 miles,No stations within 55 miles
060971537032,not DAC status,60.27239988204715,60.416891019914914,0,0,0,0,20,No stations within 55 miles,No stations within 55 miles
060971537033,not DAC status,58.994146106097645,64.06904935472151,0,0,0,0,20,No stations within 55 miles,No stations within 55 miles
060971537034,not DAC status,58.47083338255318,62.21845751940888,0,0,0,0,20,No stations within 55 miles,No stations within 55 miles
060971537035,not DAC status,60.45683267326183,62.60636278755734,0,0,0,0,20,No stations within 55 miles,No stations within 55 miles
060971537041,not DAC status,60.54266499550529,67.21312683212912,0,0,0,0,20,No stations within 55 miles,No stations within 55 miles
060971537042,not DAC status,58.85485405023166,65.5253158868555,0,0,0,0,20,No stations within 55 miles,No stations within 55 miles
060971537043,not DAC status,57.047052894410385,66.01614256640877,0,0,0,0,20,No stations within 55 miles,No stations within 55 miles
060971537044,not DAC status,57.805933707749205,66.86631912002157,0,0,0,0,20,No stations within 55 miles,No stations within 55 miles
060971537051,not DAC status,54.75991380725169,66.64618594716666,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971537052,not DAC status,52.96804511857349,64.85431725848845,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971537053,not DAC status,51.98318415763189,63.86945629754685,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971537054,not DAC status,52.4547872705267,64.34105941044166,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
060971537061,not DAC status,49.36114445901191,61.24741659892687,0,0,0,1,20,Nearest station 20-55 miles away,One station within 55 miles
